Call_Date,Call_Time,province,district
20/09/2014,10:44:27,WEST,WESTERN RURAL
20/09/2014,10:44:51,EAST,KONO
20/09/2014,10:45:07,WEST,WESTERN URBAN
20/09/2014,10:45:10,WEST,WESTERN RURAL
20/09/2014,10:45:30,SOUTH,BO
20/09/2014,11:04:32,NORTH,BOMBALI
20/09/2014,11:07:38,WEST,WESTERN URBAN
20/09/2014,11:07:47,WEST,WESTERN URBAN
20/09/2014,11:08:45,WEST,WESTERN RURAL
20/09/2014,11:09:18,SOUTH,BO
20/09/2014,11:09:19,WEST,WESTERN RURAL
20/09/2014,11:10:30,WEST,WESTERN URBAN
20/09/2014,11:11:02,WEST,WESTERN URBAN
20/09/2014,11:11:08,WEST,WESTERN URBAN
20/09/2014,11:11:55,WEST,WESTERN URBAN
20/09/2014,11:12:01,EAST,KENEMA
20/09/2014,11:12:30,WEST,WESTERN URBAN
20/09/2014,11:12:39,NORTH,KAMBIA
20/09/2014,11:12:44,WEST,WESTERN URBAN
20/09/2014,11:13:55,NORTH,TONKOLILI
20/09/2014,11:14:51,NORTH,BOMBALI
20/09/2014,11:15:06,NORTH,BOMBALI
20/09/2014,11:15:09,NORTH,BOMBALI
20/09/2014,11:15:22,WEST,WESTERN URBAN
20/09/2014,11:15:37,WEST,WESTERN URBAN
20/09/2014,11:15:40,WEST,WESTERN URBAN
20/09/2014,11:15:52,SOUTH,BO
20/09/2014,11:16:10,WEST,WESTERN URBAN
20/09/2014,11:16:30,NORTH,BOMBALI
20/09/2014,11:16:33,WEST,WESTERN URBAN
20/09/2014,11:17:39,WEST,WESTERN URBAN
20/09/2014,11:18:13,WEST,WESTERN URBAN
20/09/2014,11:18:29,WEST,WESTERN URBAN
20/09/2014,11:18:37,WEST,WESTERN URBAN
20/09/2014,11:18:50,WEST,WESTERN URBAN
20/09/2014,11:19:27,WEST,WESTERN URBAN
20/09/2014,11:19:37,WEST,WESTERN URBAN
20/09/2014,11:20:06,WEST,WESTERN URBAN
20/09/2014,11:20:21,WEST,WESTERN URBAN
20/09/2014,11:20:47,WEST,WESTERN URBAN
20/09/2014,11:21:11,WEST,WESTERN URBAN
20/09/2014,11:21:13,WEST,WESTERN URBAN
20/09/2014,11:21:40,NORTH,BOMBALI
20/09/2014,11:21:46,SOUTH,PUJEHUN
20/09/2014,11:22:28,WEST,WESTERN URBAN
20/09/2014,11:22:49,EAST,KENEMA
20/09/2014,11:23:28,WEST,WESTERN URBAN
20/09/2014,11:24:14,NORTH,PORT LOKO
20/09/2014,11:25:29,WEST,WESTERN URBAN
20/09/2014,11:25:49,WEST,WESTERN URBAN
20/09/2014,11:26:01,WEST,WESTERN URBAN
20/09/2014,11:26:59,WEST,WESTERN URBAN
20/09/2014,11:27:06,SOUTH,BO
20/09/2014,11:27:16,WEST,WESTERN URBAN
20/09/2014,11:27:19,WEST,WESTERN RURAL
20/09/2014,11:27:30,WEST,WESTERN URBAN
20/09/2014,11:28:22,WEST,WESTERN URBAN
20/09/2014,11:28:24,WEST,WESTERN URBAN
20/09/2014,11:28:29,WEST,WESTERN RURAL
20/09/2014,11:29:13,WEST,WESTERN RURAL
20/09/2014,11:29:15,WEST,WESTERN RURAL
20/09/2014,11:29:49,WEST,WESTERN RURAL
20/09/2014,11:29:57,WEST,WESTERN URBAN
20/09/2014,11:30:09,WEST,WESTERN RURAL
20/09/2014,11:30:46,WEST,WESTERN URBAN
20/09/2014,11:31:19,WEST,WESTERN RURAL
20/09/2014,11:31:51,EAST,KENEMA
20/09/2014,11:32:45,WEST,WESTERN URBAN
20/09/2014,11:32:54,NORTH,PORT LOKO
20/09/2014,11:32:59,WEST,WESTERN URBAN
20/09/2014,11:33:31,WEST,WESTERN URBAN
20/09/2014,11:33:33,NORTH,BOMBALI
20/09/2014,11:34:17,WEST,WESTERN RURAL
20/09/2014,11:34:22,WEST,WESTERN URBAN
20/09/2014,11:36:24,EAST,KAILAHUN
20/09/2014,11:36:36,WEST,WESTERN URBAN
20/09/2014,11:37:08,WEST,WESTERN URBAN
20/09/2014,11:38:14,NORTH,PORT LOKO
20/09/2014,11:38:52,WEST,WESTERN RURAL
20/09/2014,11:39:00,WEST,WESTERN URBAN
20/09/2014,11:39:11,WEST,WESTERN URBAN
20/09/2014,11:39:51,WEST,WESTERN URBAN
20/09/2014,11:40:04,FOREIGN,AFRICA
20/09/2014,11:40:42,EAST,KAILAHUN
20/09/2014,11:40:44,WEST,WESTERN RURAL
20/09/2014,11:40:44,WEST,WESTERN URBAN
20/09/2014,11:41:45,NORTH,BOMBALI
20/09/2014,11:42:42,WEST,WESTERN URBAN
20/09/2014,11:43:01,WEST,WESTERN URBAN
20/09/2014,11:43:08,WEST,WESTERN RURAL
20/09/2014,11:43:11,WEST,WESTERN RURAL
20/09/2014,11:43:39,NORTH,KAMBIA
20/09/2014,11:43:44,WEST,WESTERN URBAN
20/09/2014,11:43:46,NORTH,TONKOLILI
20/09/2014,11:44:02,NORTH,BOMBALI
20/09/2014,11:44:06,WEST,WESTERN URBAN
20/09/2014,11:44:12,WEST,WESTERN URBAN
20/09/2014,11:44:17,WEST,WESTERN RURAL
20/09/2014,11:45:19,EAST,KENEMA
20/09/2014,11:46:00,WEST,WESTERN URBAN
20/09/2014,11:46:31,WEST,WESTERN RURAL
20/09/2014,11:47:08,WEST,WESTERN URBAN
20/09/2014,11:48:23,WEST,WESTERN RURAL
20/09/2014,11:48:58,WEST,WESTERN URBAN
20/09/2014,11:49:01,WEST,WESTERN URBAN
20/09/2014,11:50:14,WEST,WESTERN URBAN
20/09/2014,11:51:42,WEST,WESTERN URBAN
20/09/2014,11:52:22,WEST,WESTERN URBAN
20/09/2014,11:52:47,WEST,WESTERN URBAN
20/09/2014,11:53:32,WEST,WESTERN URBAN
20/09/2014,11:53:32,WEST,WESTERN URBAN
20/09/2014,11:55:04,EAST,KENEMA
20/09/2014,11:55:08,WEST,WESTERN URBAN
20/09/2014,11:56:39,WEST,WESTERN URBAN
20/09/2014,11:57:35,WEST,WESTERN URBAN
20/09/2014,11:57:37,WEST,WESTERN URBAN
20/09/2014,11:57:46,WEST,WESTERN URBAN
20/09/2014,11:58:22,WEST,WESTERN URBAN
20/09/2014,11:58:24,WEST,WESTERN URBAN
20/09/2014,11:58:35,WEST,WESTERN URBAN
20/09/2014,11:59:25,EAST,KENEMA
20/09/2014,12:00:14,NORTH,PORT LOKO
20/09/2014,12:00:35,WEST,WESTERN RURAL
20/09/2014,12:00:39,WEST,WESTERN URBAN
20/09/2014,12:00:48,WEST,WESTERN RURAL
20/09/2014,12:01:02,SOUTH,BO
20/09/2014,12:01:28,NORTH,BOMBALI
20/09/2014,12:01:28,WEST,WESTERN URBAN
20/09/2014,12:01:56,WEST,WESTERN URBAN
20/09/2014,12:02:08,WEST,WESTERN URBAN
20/09/2014,12:02:51,WEST,WESTERN URBAN
20/09/2014,12:03:12,WEST,WESTERN URBAN
20/09/2014,12:05:15,SOUTH,MOYAMBA
20/09/2014,12:05:27,EAST,KENEMA
20/09/2014,12:05:33,WEST,WESTERN URBAN
20/09/2014,12:06:23,WEST,WESTERN URBAN
20/09/2014,12:06:57,WEST,WESTERN URBAN
20/09/2014,12:07:53,NORTH,PORT LOKO
20/09/2014,12:08:40,WEST,WESTERN URBAN
20/09/2014,12:09:24,NORTH,KAMBIA
20/09/2014,12:09:50,WEST,WESTERN URBAN
20/09/2014,12:10:51,WEST,WESTERN RURAL
20/09/2014,12:12:37,WEST,WESTERN URBAN
20/09/2014,12:13:06,NORTH,KAMBIA
20/09/2014,12:13:22,WEST,WESTERN RURAL
20/09/2014,12:13:28,EAST,KENEMA
20/09/2014,12:13:30,WEST,WESTERN URBAN
20/09/2014,12:14:15,EAST,KENEMA
20/09/2014,12:14:20,EAST,KENEMA
20/09/2014,12:15:03,WEST,WESTERN RURAL
20/09/2014,12:15:04,WEST,WESTERN URBAN
20/09/2014,12:16:52,WEST,WESTERN URBAN
20/09/2014,12:18:16,EAST,KENEMA
20/09/2014,12:18:30,EAST,KENEMA
20/09/2014,12:18:49,WEST,WESTERN URBAN
20/09/2014,12:19:02,NORTH,PORT LOKO
20/09/2014,12:20:17,WEST,WESTERN URBAN
20/09/2014,12:20:20,WEST,WESTERN RURAL
20/09/2014,12:20:56,WEST,WESTERN URBAN
20/09/2014,12:21:13,EAST,KONO
20/09/2014,12:22:21,NORTH,PORT LOKO
20/09/2014,12:22:37,SOUTH,MOYAMBA
20/09/2014,12:22:56,SOUTH,MOYAMBA
20/09/2014,12:22:58,WEST,WESTERN URBAN
20/09/2014,12:23:01,WEST,WESTERN RURAL
20/09/2014,12:24:09,WEST,WESTERN URBAN
20/09/2014,12:24:15,SOUTH,BO
20/09/2014,12:25:49,WEST,WESTERN URBAN
20/09/2014,12:26:28,WEST,WESTERN RURAL
20/09/2014,12:26:29,WEST,WESTERN URBAN
20/09/2014,12:26:56,WEST,WESTERN RURAL
20/09/2014,12:27:13,NORTH,KAMBIA
20/09/2014,12:27:24,WEST,WESTERN URBAN
20/09/2014,12:28:17,WEST,WESTERN URBAN
20/09/2014,12:28:50,NORTH,KAMBIA
20/09/2014,12:29:39,WEST,WESTERN URBAN
20/09/2014,12:29:46,EAST,KONO
20/09/2014,12:29:57,WEST,WESTERN RURAL
20/09/2014,12:30:00,WEST,WESTERN RURAL
20/09/2014,12:30:37,WEST,WESTERN URBAN
20/09/2014,12:32:12,EAST,KAILAHUN
20/09/2014,12:32:51,WEST,WESTERN URBAN
20/09/2014,12:33:00,WEST,WESTERN URBAN
20/09/2014,12:33:11,SOUTH,BO
20/09/2014,12:33:16,WEST,WESTERN URBAN
20/09/2014,12:34:03,WEST,WESTERN URBAN
20/09/2014,12:34:06,WEST,WESTERN URBAN
20/09/2014,12:34:23,WEST,WESTERN URBAN
20/09/2014,12:34:47,SOUTH,BONTHE ISLAN
20/09/2014,12:34:52,WEST,WESTERN URBAN
20/09/2014,12:35:00,WEST,WESTERN URBAN
20/09/2014,12:35:26,EAST,KENEMA
20/09/2014,12:37:00,WEST,WESTERN RURAL
20/09/2014,12:37:25,WEST,WESTERN URBAN
20/09/2014,12:37:38,WEST,WESTERN RURAL
20/09/2014,12:37:56,NORTH,PORT LOKO
20/09/2014,12:38:10,WEST,WESTERN URBAN
20/09/2014,12:38:28,SOUTH,BONTHE
20/09/2014,12:38:34,WEST,WESTERN URBAN
20/09/2014,12:40:19,WEST,WESTERN URBAN
20/09/2014,12:40:23,WEST,WESTERN URBAN
20/09/2014,12:40:55,WEST,WESTERN URBAN
20/09/2014,12:41:03,WEST,WESTERN RURAL
20/09/2014,12:41:08,SOUTH,MOYAMBA
20/09/2014,12:42:16,WEST,WESTERN URBAN
20/09/2014,12:42:38,EAST,KAILAHUN
20/09/2014,12:43:03,WEST,WESTERN URBAN
20/09/2014,12:45:17,SOUTH,BO
20/09/2014,12:46:24,WEST,WESTERN RURAL
20/09/2014,12:47:50,WEST,WESTERN URBAN
20/09/2014,12:48:17,WEST,WESTERN URBAN
20/09/2014,12:48:26,WEST,WESTERN RURAL
20/09/2014,12:48:29,EAST,KONO
20/09/2014,12:49:05,SOUTH,BONTHE
20/09/2014,12:49:59,WEST,WESTERN URBAN
20/09/2014,12:50:03,WEST,WESTERN URBAN
20/09/2014,12:50:40,NORTH,BOMBALI
20/09/2014,12:50:51,WEST,WESTERN URBAN
20/09/2014,12:51:22,WEST,WESTERN URBAN
20/09/2014,12:51:24,WEST,WESTERN URBAN
20/09/2014,12:51:55,NORTH,BOMBALI
20/09/2014,12:52:10,WEST,WESTERN URBAN
20/09/2014,12:52:14,WEST,WESTERN URBAN
20/09/2014,12:52:15,WEST,WESTERN RURAL
20/09/2014,12:52:40,SOUTH,BO
20/09/2014,12:55:43,WEST,WESTERN URBAN
20/09/2014,12:55:52,WEST,WESTERN URBAN
20/09/2014,12:59:26,NORTH,BOMBALI
20/09/2014,12:59:41,WEST,WESTERN URBAN
20/09/2014,13:04:29,NORTH,BOMBALI
20/09/2014,13:04:32,NORTH,BOMBALI
20/09/2014,13:35:23,WEST,WESTERN URBAN
20/09/2014,13:36:02,WEST,WESTERN URBAN
20/09/2014,15:15:21,WEST,WESTERN URBAN
20/09/2014,15:15:37,WEST,WESTERN RURAL
20/09/2014,15:30:29,SOUTH,MOYAMBA
20/09/2014,15:31:12,EAST,KONO
20/09/2014,15:41:30,WEST,WESTERN RURAL
20/09/2014,15:42:18,NORTH,KAMBIA
20/09/2014,16:18:08,EAST,KENEMA
20/09/2014,16:20:11,SOUTH,MOYAMBA
20/09/2014,17:04:18,WEST,WESTERN URBAN
20/09/2014,17:04:27,WEST,WESTERN URBAN
20/09/2014,17:23:00,SOUTH,MOYAMBA
20/09/2014,17:23:45,NORTH,PORT LOKO
20/09/2014,17:43:30,WEST,WESTERN URBAN
20/09/2014,17:44:44,WEST,WESTERN URBAN
20/09/2014,17:55:22,WEST,WESTERN URBAN
20/09/2014,17:56:52,WEST,WESTERN URBAN
20/09/2014,18:12:00,WEST,WESTERN URBAN
20/09/2014,18:33:12,WEST,WESTERN URBAN
20/09/2014,18:34:51,WEST,WESTERN URBAN
20/09/2014,18:44:25,SOUTH,MOYAMBA
20/09/2014,18:44:52,SOUTH,BONTHE
20/09/2014,20:09:36,EAST,KONO
20/09/2014,20:10:05,WEST,WESTERN RURAL
20/09/2014,20:39:05,NORTH,PORT LOKO
20/09/2014,21:04:01,WEST,WESTERN URBAN
20/09/2014,21:04:17,WEST,WESTERN URBAN
20/09/2014,21:17:12,NORTH,TONKOLILI
20/09/2014,21:17:21,SOUTH,MOYAMBA
20/09/2014,21:32:46,WEST,WESTERN RURAL
20/09/2014,21:33:41,EAST,KONO
20/09/2014,22:32:01,WEST,WESTERN URBAN
TEST,,,
TESTTEST,,,
,,,
TEST,NULL,,
21/09/2014,00:09:17,WEST,WESTERN URBAN
21/09/2014,00:10:11,NORTH,KAMBIA
21/09/2014,00:11:07,WEST,WESTERN URBAN
21/09/2014,00:12:47,WEST,WESTERN URBAN
21/09/2014,00:13:50,WEST,WESTERN URBAN
21/09/2014,00:15:50,SOUTH,MOYAMBA
21/09/2014,00:16:42,NORTH,PORT LOKO
21/09/2014,00:17:09,NORTH,TONKOLILI
21/09/2014,00:18:00,WEST,WESTERN URBAN
21/09/2014,00:19:17,WEST,WESTERN URBAN
21/09/2014,00:19:35,WEST,WESTERN URBAN
21/09/2014,00:20:51,WEST,WESTERN URBAN
21/09/2014,00:21:12,NORTH,PORT LOKO
21/09/2014,00:21:44,WEST,WESTERN URBAN
21/09/2014,00:25:46,NORTH,PORT LOKO
21/09/2014,00:26:08,WEST,WESTERN URBAN
21/09/2014,00:26:31,WEST,WESTERN URBAN
21/09/2014,00:27:32,NORTH,KAMBIA
21/09/2014,00:28:11,NORTH,TONKOLILI
21/09/2014,00:29:18,WEST,WESTERN URBAN
21/09/2014,00:29:35,WEST,WESTERN URBAN
21/09/2014,02:38:43,WEST,WESTERN URBAN
21/09/2014,02:43:20,EAST,KENEMA
21/09/2014,02:48:10,WEST,WESTERN RURAL
21/09/2014,02:48:33,WEST,WESTERN URBAN
21/09/2014,02:54:03,WEST,WESTERN URBAN
21/09/2014,02:55:35,NORTH,BOMBALI
21/09/2014,02:56:15,WEST,WESTERN URBAN
21/09/2014,02:57:37,EAST,KONO
21/09/2014,02:57:38,NORTH,TONKOLILI
21/09/2014,02:58:59,WEST,WESTERN URBAN
21/09/2014,02:59:37,WEST,WESTERN URBAN
21/09/2014,03:16:07,WEST,WESTERN URBAN
21/09/2014,03:16:19,WEST,WESTERN RURAL
21/09/2014,03:25:30,EAST,KONO
21/09/2014,03:39:17,WEST,WESTERN URBAN
21/09/2014,03:40:50,WEST,WESTERN URBAN
21/09/2014,03:41:56,EAST,KENEMA
21/09/2014,03:42:26,WEST,WESTERN URBAN
21/09/2014,03:46:38,WEST,WESTERN URBAN
21/09/2014,03:48:53,WEST,WESTERN URBAN
21/09/2014,03:51:15,EAST,KONO
21/09/2014,03:51:45,WEST,WESTERN RURAL
21/09/2014,03:52:36,WEST,WESTERN URBAN
21/09/2014,03:54:02,WEST,WESTERN URBAN
21/09/2014,04:01:56,WEST,WESTERN URBAN
21/09/2014,04:03:31,NORTH,PORT LOKO
21/09/2014,04:04:02,WEST,WESTERN URBAN
21/09/2014,04:07:15,NORTH,PORT LOKO
21/09/2014,04:10:30,WEST,WESTERN URBAN
21/09/2014,04:14:29,WEST,WESTERN RURAL
21/09/2014,04:14:29,WEST,WESTERN URBAN
21/09/2014,04:19:50,WEST,WESTERN URBAN
21/09/2014,04:26:26,WEST,WESTERN URBAN
21/09/2014,04:26:31,WEST,WESTERN URBAN
21/09/2014,04:31:53,WEST,WESTERN URBAN
21/09/2014,04:32:46,WEST,WESTERN URBAN
21/09/2014,04:36:09,WEST,WESTERN URBAN
21/09/2014,04:39:03,WEST,WESTERN URBAN
21/09/2014,04:39:05,WEST,WESTERN URBAN
21/09/2014,04:40:48,NORTH,KAMBIA
21/09/2014,04:42:01,WEST,WESTERN RURAL
21/09/2014,04:47:10,WEST,WESTERN RURAL
21/09/2014,04:50:27,WEST,WESTERN URBAN
21/09/2014,04:51:48,WEST,WESTERN URBAN
21/09/2014,04:52:05,WEST,WESTERN URBAN
21/09/2014,04:59:14,WEST,WESTERN URBAN
21/09/2014,05:01:15,WEST,WESTERN URBAN
21/09/2014,05:17:19,WEST,WESTERN URBAN
21/09/2014,05:18:09,WEST,WESTERN URBAN
21/09/2014,05:29:23,SOUTH,MOYAMBA
21/09/2014,05:42:08,NORTH,TONKOLILI
21/09/2014,05:51:08,WEST,WESTERN URBAN
21/09/2014,05:54:05,NORTH,PORT LOKO
21/09/2014,06:21:03,WEST,WESTERN RURAL
21/09/2014,06:46:17,WEST,WESTERN RURAL
21/09/2014,06:46:34,NORTH,PORT LOKO
21/09/2014,06:53:54,WEST,WESTERN URBAN
21/09/2014,14:43:07,EAST,KAILAHUN
21/09/2014,15:07:02,EAST,KAILAHUN
21/09/2014,15:10:48,FOREIGN,ASIA
21/09/2014,15:11:23,WEST,WESTERN URBAN
21/09/2014,15:11:35,EAST,KAILAHUN
21/09/2014,15:12:20,EAST,KAILAHUN
21/09/2014,15:12:43,NORTH,PORT LOKO
21/09/2014,15:12:45,SOUTH,PUJEHUN
21/09/2014,15:12:53,WEST,WESTERN URBAN
21/09/2014,15:13:32,WEST,WESTERN URBAN
21/09/2014,15:14:21,NORTH,BOMBALI
21/09/2014,15:14:33,NORTH,PORT LOKO
21/09/2014,15:14:39,WEST,WESTERN URBAN
21/09/2014,15:14:45,WEST,WESTERN URBAN
21/09/2014,15:15:12,NORTH,PORT LOKO
21/09/2014,15:15:36,WEST,WESTERN URBAN
21/09/2014,15:17:14,WEST,WESTERN URBAN
21/09/2014,15:17:24,WEST,WESTERN URBAN
21/09/2014,15:17:50,WEST,WESTERN RURAL
21/09/2014,15:18:30,WEST,WESTERN URBAN
21/09/2014,15:18:52,WEST,WESTERN RURAL
21/09/2014,15:19:08,EAST,KENEMA
21/09/2014,15:19:27,WEST,WESTERN URBAN
21/09/2014,15:19:32,WEST,WESTERN URBAN
21/09/2014,15:19:40,SOUTH,BO
21/09/2014,15:20:12,NORTH,PORT LOKO
21/09/2014,15:20:23,WEST,WESTERN URBAN
21/09/2014,15:20:51,WEST,WESTERN URBAN
21/09/2014,15:23:40,EAST,KAILAHUN
21/09/2014,15:23:51,NORTH,PORT LOKO
21/09/2014,15:24:48,WEST,WESTERN URBAN
21/09/2014,15:24:59,NORTH,PORT LOKO
21/09/2014,15:25:07,NORTH,PORT LOKO
21/09/2014,15:28:07,WEST,WESTERN URBAN
21/09/2014,15:28:33,WEST,WESTERN URBAN
21/09/2014,15:28:42,WEST,WESTERN RURAL
21/09/2014,15:30:09,WEST,WESTERN RURAL
21/09/2014,15:30:19,WEST,WESTERN RURAL
21/09/2014,15:30:50,NORTH,KAMBIA
21/09/2014,15:31:04,WEST,WESTERN RURAL
21/09/2014,15:31:25,SOUTH,BO
21/09/2014,15:31:29,NORTH,BOMBALI
21/09/2014,15:31:55,NORTH,BOMBALI
21/09/2014,15:32:21,WEST,WESTERN URBAN
21/09/2014,15:32:51,WEST,WESTERN RURAL
21/09/2014,15:33:02,WEST,WESTERN RURAL
21/09/2014,15:33:23,NORTH,PORT LOKO
21/09/2014,15:33:39,WEST,WESTERN RURAL
21/09/2014,15:34:47,WEST,WESTERN RURAL
21/09/2014,15:34:53,WEST,WESTERN URBAN
21/09/2014,15:35:04,WEST,WESTERN URBAN
21/09/2014,15:35:14,NORTH,PORT LOKO
21/09/2014,15:35:49,NORTH,PORT LOKO
21/09/2014,15:36:03,WEST,WESTERN URBAN
21/09/2014,15:36:24,NORTH,TONKOLILI
21/09/2014,15:36:32,NORTH,BOMBALI
21/09/2014,15:37:07,WEST,WESTERN URBAN
21/09/2014,15:37:53,WEST,WESTERN RURAL
21/09/2014,15:38:02,WEST,WESTERN RURAL
21/09/2014,15:38:18,WEST,WESTERN URBAN
21/09/2014,15:38:45,WEST,WESTERN RURAL
21/09/2014,15:38:59,WEST,WESTERN URBAN
21/09/2014,15:39:04,NORTH,PORT LOKO
21/09/2014,15:39:07,NORTH,BOMBALI
21/09/2014,15:39:25,WEST,WESTERN URBAN
21/09/2014,15:39:36,SOUTH,BO
21/09/2014,15:40:27,NORTH,TONKOLILI
21/09/2014,15:41:32,WEST,WESTERN URBAN
21/09/2014,15:42:10,NORTH,BOMBALI
21/09/2014,15:42:16,WEST,WESTERN RURAL
21/09/2014,15:42:17,NORTH,BOMBALI
21/09/2014,15:42:45,WEST,WESTERN URBAN
21/09/2014,15:43:22,WEST,WESTERN URBAN
21/09/2014,15:43:24,WEST,WESTERN RURAL
21/09/2014,15:43:27,WEST,WESTERN URBAN
21/09/2014,15:45:04,NORTH,PORT LOKO
21/09/2014,15:45:49,WEST,WESTERN URBAN
21/09/2014,15:46:40,WEST,WESTERN URBAN
21/09/2014,15:47:24,WEST,WESTERN RURAL
21/09/2014,15:47:25,WEST,WESTERN URBAN
21/09/2014,15:47:29,WEST,WESTERN URBAN
21/09/2014,15:48:05,WEST,WESTERN URBAN
21/09/2014,15:48:06,WEST,WESTERN RURAL
21/09/2014,15:48:26,WEST,WESTERN URBAN
21/09/2014,15:48:31,WEST,WESTERN URBAN
21/09/2014,15:48:43,WEST,WESTERN URBAN
21/09/2014,15:48:50,WEST,WESTERN RURAL
21/09/2014,15:49:27,WEST,WESTERN URBAN
21/09/2014,15:49:27,WEST,WESTERN RURAL
21/09/2014,15:50:02,WEST,WESTERN URBAN
21/09/2014,15:50:38,WEST,WESTERN RURAL
21/09/2014,15:51:39,WEST,WESTERN RURAL
21/09/2014,15:52:15,SOUTH,MOYAMBA
21/09/2014,15:53:41,WEST,WESTERN URBAN
21/09/2014,15:53:49,WEST,WESTERN RURAL
21/09/2014,15:54:39,WEST,WESTERN RURAL
21/09/2014,15:55:18,WEST,WESTERN URBAN
21/09/2014,15:55:19,WEST,WESTERN RURAL
21/09/2014,15:56:05,SOUTH,BO
21/09/2014,15:56:22,NORTH,PORT LOKO
21/09/2014,15:56:24,EAST,KENEMA
21/09/2014,15:57:06,WEST,WESTERN URBAN
21/09/2014,15:57:31,WEST,WESTERN RURAL
21/09/2014,15:58:12,WEST,WESTERN URBAN
21/09/2014,15:58:13,WEST,WESTERN URBAN
21/09/2014,15:58:24,WEST,WESTERN RURAL
21/09/2014,15:58:51,WEST,WESTERN RURAL
21/09/2014,15:59:25,WEST,WESTERN URBAN
21/09/2014,15:59:56,WEST,WESTERN RURAL
21/09/2014,16:00:21,WEST,WESTERN URBAN
21/09/2014,16:01:53,WEST,WESTERN URBAN
21/09/2014,16:01:58,NORTH,KOINADUGU
21/09/2014,16:03:14,WEST,WESTERN RURAL
21/09/2014,16:03:22,WEST,WESTERN URBAN
21/09/2014,16:03:32,WEST,WESTERN URBAN
21/09/2014,16:03:55,WEST,WESTERN URBAN
21/09/2014,16:04:35,EAST,KONO
21/09/2014,16:05:39,WEST,WESTERN URBAN
21/09/2014,16:07:24,WEST,WESTERN URBAN
21/09/2014,16:09:08,WEST,WESTERN RURAL
21/09/2014,16:09:23,WEST,WESTERN RURAL
21/09/2014,16:09:28,WEST,WESTERN RURAL
21/09/2014,16:10:21,WEST,WESTERN URBAN
21/09/2014,16:10:42,WEST,WESTERN RURAL
21/09/2014,16:13:07,EAST,KENEMA
21/09/2014,16:14:10,WEST,WESTERN URBAN
21/09/2014,16:14:34,WEST,WESTERN URBAN
21/09/2014,16:15:10,WEST,WESTERN RURAL
21/09/2014,16:16:36,WEST,WESTERN URBAN
21/09/2014,16:17:13,WEST,WESTERN URBAN
21/09/2014,16:17:55,WEST,WESTERN RURAL
21/09/2014,16:18:00,WEST,WESTERN RURAL
21/09/2014,16:18:45,WEST,WESTERN URBAN
21/09/2014,16:19:13,WEST,WESTERN URBAN
21/09/2014,16:19:28,WEST,WESTERN RURAL
21/09/2014,16:20:26,NORTH,BOMBALI
21/09/2014,16:20:28,WEST,WESTERN URBAN
21/09/2014,16:21:38,WEST,WESTERN RURAL
21/09/2014,16:23:22,NORTH,KAMBIA
21/09/2014,16:24:44,WEST,WESTERN URBAN
21/09/2014,16:24:53,WEST,WESTERN URBAN
21/09/2014,16:26:02,WEST,WESTERN URBAN
21/09/2014,16:27:45,WEST,WESTERN RURAL
21/09/2014,16:28:16,WEST,WESTERN URBAN
21/09/2014,16:29:12,WEST,WESTERN RURAL
21/09/2014,16:29:55,WEST,WESTERN URBAN
21/09/2014,16:30:26,WEST,WESTERN URBAN
21/09/2014,16:32:55,WEST,WESTERN URBAN
21/09/2014,16:33:10,WEST,WESTERN URBAN
21/09/2014,16:34:30,WEST,WESTERN URBAN
21/09/2014,16:34:39,WEST,WESTERN URBAN
21/09/2014,16:35:39,WEST,WESTERN RURAL
21/09/2014,16:35:42,WEST,WESTERN URBAN
21/09/2014,16:36:55,WEST,WESTERN URBAN
21/09/2014,16:37:49,WEST,WESTERN URBAN
21/09/2014,16:39:25,NORTH,BOMBALI
21/09/2014,16:39:46,NORTH,PORT LOKO
21/09/2014,16:40:31,WEST,WESTERN URBAN
21/09/2014,16:40:32,NORTH,KOINADUGU
21/09/2014,16:41:34,WEST,WESTERN URBAN
21/09/2014,16:41:36,WEST,WESTERN URBAN
21/09/2014,16:44:55,WEST,WESTERN URBAN
21/09/2014,16:45:40,WEST,WESTERN URBAN
21/09/2014,16:46:01,NORTH,PORT LOKO
21/09/2014,16:46:37,WEST,WESTERN URBAN
21/09/2014,16:48:01,WEST,WESTERN URBAN
21/09/2014,16:49:35,WEST,WESTERN URBAN
21/09/2014,16:51:54,WEST,WESTERN URBAN
21/09/2014,16:52:13,WEST,WESTERN URBAN
21/09/2014,16:53:00,WEST,WESTERN RURAL
21/09/2014,16:55:11,WEST,WESTERN URBAN
21/09/2014,16:55:38,NORTH,PORT LOKO
21/09/2014,16:55:46,WEST,WESTERN URBAN
21/09/2014,16:57:48,NORTH,KAMBIA
21/09/2014,16:57:49,WEST,WESTERN URBAN
21/09/2014,16:58:47,WEST,WESTERN URBAN
21/09/2014,17:00:09,WEST,WESTERN URBAN
21/09/2014,17:00:13,NORTH,PORT LOKO
21/09/2014,17:00:51,NORTH,PORT LOKO
21/09/2014,17:03:09,WEST,WESTERN URBAN
21/09/2014,17:14:07,NORTH,PORT LOKO
21/09/2014,17:17:10,SOUTH,MOYAMBA
21/09/2014,17:17:44,WEST,WESTERN URBAN
21/09/2014,17:18:26,WEST,WESTERN RURAL
21/09/2014,17:21:48,WEST,WESTERN URBAN
21/09/2014,17:23:47,EAST,KAILAHUN
21/09/2014,17:25:15,WEST,WESTERN URBAN
